|average_vote|exam_id|
|16,6667     |2.097  |
|10,4        |2.098  |
|18          |2.099  |
|25          |2.100  |
|14,625      |2.101  |
|19,5        |2.102  |
|9           |2.103  |
|19,2        |2.106  |
|14,5        |2.107  |
|13          |2.108  |
|4           |2.109  |
|16          |2.110  |
|16,5789     |2.111  |
|18          |2.112  |
|18,5        |2.113  |
|5           |2.114  |
|7           |2.115  |
|19,6364     |2.116  |
|16,25       |2.117  |
|20,5        |2.118  |
|30          |2.119  |
|17,7647     |2.121  |
|14,6        |2.122  |
|15          |2.123  |
|12,3684     |2.126  |
|20,2857     |2.127  |
|21          |2.128  |
|24          |2.129  |
|16,76       |2.131  |
|13,1        |2.132  |
|13,25       |2.133  |
|21          |2.134  |
|16,5946     |2.136  |
|19,6364     |2.137  |
|19,2        |2.138  |
|22          |2.139  |
|17,7027     |2.141  |
|17,75       |2.142  |
|24          |2.143  |
|17,5405     |2.146  |
|18          |2.147  |
|15,75       |2.148  |
|9           |2.149  |
|17,3143     |2.151  |
|21,2857     |2.152  |
|19,3256     |2.156  |
|18,6667     |2.157  |
|25          |2.158  |
|18,4848     |2.161  |
|20,7143     |2.162  |
|32          |2.163  |
|22,1923     |2.166  |
|7           |2.167  |
|17          |2.168  |
|6           |2.169  |
|11          |2.170  |
|16,8462     |2.171  |
|17,5        |2.172  |
|15,3333     |2.173  |
|11,5        |2.174  |
|31          |2.175  |
|18,2609     |2.176  |
|12,4        |2.177  |
|18,5        |2.178  |
|16          |2.179  |
|17,0714     |2.181  |
|15          |2.182  |
|13,3333     |2.183  |
|18,36       |2.186  |
|17,2857     |2.187  |
|13,5        |2.188  |
|10          |2.189  |
|17,8148     |2.191  |
|16,5        |2.192  |
|24          |2.193  |
|17,5333     |2.196  |
|17,7143     |2.197  |
|25          |2.198  |
|16,64       |2.201  |
|13,75       |2.202  |
|14          |2.203  |
|17,9643     |2.206  |
|13,875      |2.207  |
|18,5        |2.208  |
|6           |2.209  |
|28          |2.210  |
|17,5909     |2.211  |
|24,75       |2.212  |
|18,0417     |2.216  |
|14,4286     |2.217  |
|29          |2.218  |
|20          |2.221  |
|18,7143     |2.222  |
|15,3333     |2.226  |
|15,625      |2.227  |
|10,6667     |2.228  |
|30          |2.229  |
|18,7813     |2.231  |
|19,6        |2.232  |
|27          |2.233  |
|18,4211     |2.236  |
|17,25       |2.237  |
|11          |2.238  |
|8           |2.239  |
|27          |2.240  |
|19,8889     |2.241  |
|13,5        |2.242  |
|23          |2.243  |
|16,375      |2.246  |
|22,4        |2.247  |
|17,3889     |2.251  |
|22,2        |2.252  |
|16,6111     |2.256  |
|12,6667     |2.257  |
|12          |2.258  |
|30          |2.259  |
|17,7647     |2.261  |
|10,6667     |2.262  |
|16          |2.263  |
|20,0455     |2.266  |
|8,25        |2.267  |
|25          |2.268  |
|22,4643     |2.271  |
|16,6667     |2.272  |
|14          |2.273  |
|20,8571     |2.276  |
|12          |2.277  |
|12,5        |2.278  |
|18,5        |2.279  |
|5           |2.280  |
|18,1765     |2.281  |
|20,4545     |2.282  |
|17,3333     |2.283  |
|20          |2.284  |
|32          |2.285  |
|15,2632     |2.286  |
|25,8        |2.287  |
|21,1613     |2.291  |
|23          |2.292  |
|18,5        |2.296  |
|14          |2.297  |
|16,3889     |2.301  |
|23,8        |2.302  |
|17,3636     |2.306  |
|23,5        |2.307  |
|17,4737     |2.311  |
|21,1667     |2.312  |
|29          |2.313  |
|19,3043     |2.316  |
|9,4         |2.317  |
|19,6667     |2.318  |
|16,0556     |2.321  |
|16,3333     |2.322  |
|22          |2.323  |
|18,4412     |2.326  |
|21,0714     |2.327  |
|24,5        |2.328  |
|17,5926     |2.331  |
|23,25       |2.332  |
|19,1111     |2.336  |
|15,2857     |2.337  |
|17          |2.338  |
|27,5        |2.339  |
|19,9524     |2.341  |
|15,3333     |2.342  |
|18,0833     |2.346  |
|14,25       |2.347  |
|20          |2.348  |
|20,8125     |2.351  |
|17          |2.352  |
|28          |2.353  |
|16,6111     |2.356  |
|19          |2.357  |
|20,0714     |2.361  |
|13          |2.362  |
|18          |2.363  |
|19,4        |2.366  |
|15          |2.367  |
|16,7273     |2.371  |
|18          |2.372  |
|15,5        |2.373  |
|20,6429     |2.376  |
|25,3333     |2.377  |
|16,85       |2.381  |
|19          |2.382  |
|26          |2.383  |
|16,7368     |2.386  |
|13          |2.387  |
|18          |2.388  |
|23,4286     |2.391  |
|18,5455     |2.396  |
|21,5        |2.397  |
|4           |2.398  |
|16          |2.399  |
|17          |2.400  |
|17,75       |2.401  |
|15,3333     |2.402  |
|25          |2.403  |
|15,625      |2.406  |
|24          |2.407  |
|19,9231     |2.411  |
|6           |2.412  |
|22,6667     |2.416  |
|17,125      |2.421  |
|23,3333     |2.422  |
|24          |2.423  |
|17,1786     |2.426  |
|13,4        |2.427  |
|18,4        |2.428  |
|23          |2.429  |
|19,5        |2.431  |
|19,125      |2.432  |
|33          |2.433  |
|18,0667     |2.436  |
|19,75       |2.437  |
|15          |2.438  |
|17          |2.439  |
|17,9667     |2.441  |
|19          |2.442  |
|15          |2.443  |
|19          |2.444  |
|17          |2.446  |
|19,2727     |2.447  |
|18          |2.448  |
|21,4783     |2.451  |
|17          |2.452  |
|19,7059     |2.456  |
|21,3333     |2.457  |
|16,9048     |2.461  |
|12,6667     |2.462  |
|21,2632     |2.466  |
|23,5        |2.467  |
|21,1667     |2.471  |
|20,3333     |2.472  |
|17,1053     |2.476  |
|13,8        |2.477  |
|8           |2.478  |
|19,1818     |2.481  |
|18,6667     |2.482  |
|11          |2.483  |
|28          |2.484  |
|22,1667     |2.486  |
|16,3333     |2.487  |
|27          |2.488  |
|19,4783     |2.491  |
|24          |2.492  |
|19,1818     |2.496  |
|11          |2.497  |
|10          |2.498  |
|14          |2.499  |
|11          |2.500  |
|17,1        |2.501  |
|23,5        |2.502  |
|17,6667     |2.506  |
|17          |2.507  |
|20          |2.511  |
|23,25       |2.512  |
|16,7        |2.516  |
|16,6667     |2.517  |
|25          |2.518  |
|8           |2.519  |
|13          |2.520  |
|16,3        |2.521  |
|8,5         |2.522  |
|23          |2.523  |
|20,3846     |2.526  |
|24          |2.527  |
|16,6667     |2.531  |
|12,6667     |2.532  |
|12          |2.533  |
|19          |2.534  |
|17,4063     |2.536  |
|15          |2.537  |
|15          |2.538  |
|17,4412     |2.541  |
|18,8889     |2.542  |
|16          |2.543  |
|17,5556     |2.546  |
|12,6667     |2.547  |
|13,5        |2.548  |
|17,3333     |2.551  |
|21,2857     |2.552  |
|26,5        |2.553  |
|17,5161     |2.556  |
|18,4545     |2.557  |
|3           |2.558  |
|24          |2.559  |
|14,8947     |2.561  |
|19,25       |2.562  |
|18          |2.563  |
|16,6957     |2.566  |
|17,5        |2.567  |
|10,5        |2.568  |
|25,5        |2.569  |
|19,3913     |2.571  |
|25,6        |2.572  |
|18          |2.573  |
|20,7647     |2.576  |
|26,5        |2.577  |
|18,4583     |2.581  |
|23,125      |2.582  |
|17,6522     |2.586  |
|20,7143     |2.587  |
|29          |2.588  |
|17,8649     |2.591  |
|19,1429     |2.592  |
|19          |2.593  |
|19,1316     |2.596  |
|20,375      |2.597  |
|6           |2.598  |
|19,8974     |2.601  |
|16,3333     |2.602  |
|9           |2.603  |
|25          |2.604  |
|18,4103     |2.606  |
|20,625      |2.607  |
|15          |2.608  |
|27          |2.609  |
|17,825      |2.611  |
|17,8462     |2.612  |
|15          |2.613  |
|21,4242     |2.616  |
|16,125      |2.617  |
|14,5        |2.618  |
|15,8824     |2.621  |
|16,6364     |2.622  |
|25          |2.623  |
|19,1176     |2.626  |
|11,5        |2.627  |
|26          |2.628  |
|22          |2.631  |
|19,2        |2.632  |
|15          |2.633  |
|11          |2.634  |
|18,5217     |2.636  |
|16          |2.637  |
|16,0833     |2.641  |
|20,1429     |2.642  |
|14          |2.643  |
|18,7619     |2.646  |
|20,2        |2.647  |
|19,9167     |2.651  |
|16,75       |2.652  |
|16,5        |2.653  |
|18,4091     |2.656  |
|18,6667     |2.657  |
|23          |2.658  |
|16,6667     |2.661  |
|28,6667     |2.662  |
|19,5        |2.666  |
|17,7143     |2.667  |
|14          |2.668  |
|17,4167     |2.671  |
|21,2857     |2.672  |
|30          |2.673  |
|16,5263     |2.676  |
|21,4545     |2.677  |
|18          |2.678  |
|17,6552     |2.681  |
|17,2        |2.682  |
|7           |2.683  |
|29          |2.684  |
|18,8611     |2.686  |
|19,5        |2.687  |
|19          |2.688  |
|16,7576     |2.691  |
|20,4444     |2.692  |
|16          |2.693  |
|14          |2.694  |
|25          |2.695  |
|18,2581     |2.696  |
|15,6        |2.697  |
|20,1143     |2.701  |
|21          |2.702  |
|20          |2.703  |
|20,129      |2.706  |
|18          |2.707  |
|27,5        |2.708  |
|20          |2.711  |
|23,1667     |2.712  |
|22,5625     |2.716  |
|20          |2.717  |
|18,1905     |2.721  |
|18          |2.722  |
|27,5        |2.723  |
|16,75       |2.726  |
|19,8333     |2.727  |
|22          |2.728  |
|19,6667     |2.731  |
|20,8333     |2.732  |
|15          |2.733  |
|29          |2.734  |
|18,7727     |2.736  |
|16,5        |2.737  |
|21          |2.738  |
|17,4        |2.741  |
|16          |2.742  |
|23,5        |2.743  |
|20,5789     |2.746  |
|22,75       |2.747  |
|15          |2.751  |
|20,1667     |2.752  |
|17,0769     |2.756  |
|21          |2.757  |
|10          |2.758  |
|21,0833     |2.761  |
|16          |2.762  |
|10          |2.763  |
|26          |2.764  |
|20,8        |2.766  |
|11,5        |2.767  |
|7           |2.768  |
|12          |2.769  |
|18,5882     |2.771  |
|17,2        |2.772  |
|23,6667     |2.773  |
|26          |2.774  |
|18,5833     |2.776  |
|20,5        |2.777  |
|33          |2.778  |
|14,4286     |2.781  |
|10          |2.782  |
|18          |2.783  |
|14,3636     |2.786  |
|12          |2.787  |
|8           |2.788  |
|18          |2.789  |
|17,2143     |2.791  |
|10,75       |2.792  |
|10,75       |2.793  |
|22,5        |2.794  |
|18,4857     |2.796  |
|21,4545     |2.797  |
|25          |2.798  |
|16,9063     |2.801  |
|17,6        |2.802  |
|16,4643     |2.806  |
|18,8        |2.807  |
|19          |2.808  |
|15          |2.809  |
|19,0313     |2.811  |
|18,3333     |2.812  |
|17,3333     |2.813  |
|11          |2.814  |
|14          |2.815  |
|20,0526     |2.816  |
|3           |2.817  |
|21,6111     |2.821  |
|21          |2.822  |
|26          |2.823  |
|17,6        |2.826  |
|19,25       |2.827  |
|16,125      |2.831  |
|23,5714     |2.832  |
|15,2222     |2.836  |
|24,4286     |2.837  |
|24          |2.838  |
|15,7857     |2.841  |
|23,7143     |2.842  |
|16,2308     |2.846  |
|21,5        |2.847  |
|27          |2.848  |
|17,8667     |2.851  |
|16          |2.852  |
|21,9231     |2.856  |
|20,2727     |2.861  |
|24          |2.862  |
|17,5        |2.866  |
|17,4167     |2.871  |
|17          |2.872  |
|18          |2.876  |
|17,6667     |2.877  |
|22          |2.878  |
|19,5758     |2.881  |
|11,6667     |2.882  |
|15,5        |2.883  |
|24          |2.884  |
|19,8125     |2.886  |
|15,1667     |2.887  |
|19,7241     |2.891  |
|13,3333     |2.892  |
|13,5        |2.893  |
|26          |2.894  |
|20,1852     |2.896  |
|20,6667     |2.897  |
|6           |2.898  |
|17,973      |2.901  |
|12,5        |2.902  |
|10,5        |2.903  |
|20          |2.904  |
|18,75       |2.906  |
|18,1667     |2.907  |
|13          |2.908  |
|17,2143     |2.911  |
|21,8        |2.912  |
|15,2857     |2.916  |
|13,3        |2.917  |
|20          |2.918  |
|19,1034     |2.921  |
|20,1667     |2.922  |
|23,1176     |2.926  |
|27          |2.927  |
|17          |2.931  |
|28          |2.932  |
|11,125      |2.936  |
|19,6667     |2.937  |
|20,1818     |2.941  |
|20          |2.942  |
|7           |2.943  |
|33          |2.944  |
|18,7619     |2.946  |
|18,6667     |2.947  |
|19          |2.948  |
|20,2857     |2.951  |
|18,8        |2.952  |
|8           |2.953  |
|11          |2.954  |
|30          |2.955  |
|19,8571     |2.956  |
|16          |2.957  |
|15,7692     |2.961  |
|15,4        |2.962  |
|11          |2.963  |
|5           |2.964  |
|5           |2.965  |
|19,3333     |2.966  |
|10          |2.967  |
|5           |2.968  |
|13          |2.969  |
|32          |2.970  |
|17,5833     |2.971  |
|21,6667     |2.972  |
|19,2        |2.976  |
|9           |2.977  |
|13          |2.978  |
|17          |2.981  |
|14          |2.982  |
|5           |2.983  |
|22,2        |2.986  |
|18,25       |2.991  |
|5           |2.992  |
|20,5        |2.996  |
|18          |2.997  |
|15,7333     |3.001  |
|19,75       |3.002  |
|18,1724     |3.006  |
|22,75       |3.007  |
|31          |3.008  |
|16,1739     |3.011  |
|15          |3.012  |
|16,4138     |3.016  |
|17,5        |3.017  |
|7,5         |3.018  |
|19,6111     |3.021  |
|19          |3.022  |
|21          |3.023  |
|16,3        |3.026  |
|20,5        |3.027  |
|24          |3.028  |
|17,6875     |3.031  |
|17,6667     |3.032  |
|16,4583     |3.036  |
|15,3333     |3.037  |
|25          |3.038  |
|20,2632     |3.041  |
|8,5         |3.042  |
|6           |3.043  |
|22          |3.044  |
|17,5625     |3.046  |
|21,6667     |3.047  |
|16          |3.048  |
|7           |3.049  |
|6           |3.050  |
|18,0526     |3.051  |
|22,8        |3.052  |
|20,25       |3.056  |
|19,2        |3.057  |
|22          |3.058  |
|15,7273     |3.061  |
|11          |3.062  |
|29          |3.063  |
|13,9        |3.066  |
|22,2        |3.067  |
|14          |3.071  |
|14,6667     |3.072  |
|8           |3.073  |
|12,6        |3.076  |
|12,3333     |3.077  |
|19,3        |3.081  |
|32          |3.082  |
|17,875      |3.086  |
|20          |3.087  |
|20,6667     |3.091  |
|31          |3.092  |
|11,5556     |3.096  |
|17,6667     |3.097  |
|14          |3.098  |
|19,8        |3.101  |
|15,3333     |3.102  |
|5           |3.103  |
|28          |3.104  |
|17,7353     |3.106  |
|12,5        |3.107  |
|18          |3.108  |
|3           |3.109  |
|19,2727     |3.111  |
|21,9        |3.112  |
|16          |3.113  |
|16,0968     |3.116  |
|12,5        |3.117  |
|19,5        |3.118  |
|22          |3.119  |
|13,8065     |3.121  |
|19,3333     |3.122  |
|26          |3.123  |
|18,9091     |3.126  |
|13,5        |3.127  |
|12,3333     |3.128  |
|33          |3.129  |
|16,3784     |3.131  |
|19,7692     |3.132  |
|22          |3.133  |
|19,6176     |3.136  |
|21,2        |3.137  |
|20          |3.138  |
|21,4706     |3.141  |
|19,25       |3.142  |
|13,5        |3.143  |
|24,5        |3.144  |
|19,9091     |3.146  |
|6           |3.147  |
|17,5        |3.148  |
|30          |3.149  |
|18,6154     |3.151  |
|17,5        |3.152  |
|29          |3.153  |
|16,3478     |3.156  |
|19,5714     |3.157  |
|16,7895     |3.161  |
|20,2        |3.162  |
|18,5581     |3.166  |
|20          |3.167  |
|16          |3.171  |
|20,4615     |3.172  |
|19,6667     |3.173  |
|3           |3.174  |
|16,2857     |3.176  |
|24,75       |3.177  |
|22          |3.178  |
|20,8824     |3.181  |
|14          |3.182  |
|29,5        |3.183  |
|15,8235     |3.186  |
|17          |3.187  |
|17          |3.188  |
|24          |3.189  |
|19,4872     |3.191  |
|12,5        |3.192  |
|16,5        |3.193  |
|15          |3.194  |
|33          |3.195  |
|16,8276     |3.196  |
|16,1818     |3.197  |
|10,6667     |3.198  |
|5           |3.199  |
|26          |3.200  |
|18,5758     |3.201  |
|17,25       |3.202  |
|26,5        |3.203  |
|18,2069     |3.206  |
|18,4444     |3.207  |
|16,5        |3.208  |
|27          |3.209  |
|17,6        |3.211  |
|22,125      |3.212  |
|26          |3.213  |
|15,5217     |3.216  |
|14          |3.217  |
|32          |3.218  |
|20,32       |3.221  |
|13,2        |3.222  |
|20          |3.223  |
|18,5417     |3.226  |
|20,1111     |3.227  |
|27          |3.228  |
|17,4286     |3.231  |
|13,6        |3.232  |
|22          |3.233  |
|17,4762     |3.236  |
|19,8        |3.237  |
|12,5        |3.238  |
|19,2632     |3.241  |
|14,5        |3.242  |
|11          |3.243  |
|28          |3.244  |
|17,1212     |3.246  |
|21,25       |3.247  |
|14          |3.248  |
|27          |3.249  |
|18,5641     |3.251  |
|16,5556     |3.252  |
|20,5        |3.253  |
|18          |3.256  |
|21,75       |3.257  |
|3           |3.258  |
|19,3514     |3.261  |
|22          |3.262  |
|12,5        |3.263  |
|16,5        |3.264  |
|15          |3.265  |
|18,1563     |3.266  |
|14,1667     |3.267  |
|28          |3.268  |
|16,1212     |3.271  |
|18,5714     |3.272  |
|16,3571     |3.276  |
|16          |3.277  |
|19,3333     |3.278  |
|14,8485     |3.281  |
|15,2308     |3.282  |
|23,6667     |3.283  |
|7           |3.284  |
|17,6667     |3.286  |
|12,2        |3.287  |
|14,3333     |3.288  |
|17,2667     |3.291  |
|20,5        |3.292  |
|19          |3.293  |
|15,875      |3.296  |
|17,25       |3.297  |
|18,6667     |3.298  |
|11          |3.299  |
|8           |3.300  |
|18,1667     |3.301  |
|23          |3.302  |
|13,8235     |3.306  |
|12,8571     |3.307  |
|17          |3.308  |
|17,5        |3.309  |
|15,1739     |3.311  |
|26          |3.312  |
|20,9474     |3.316  |
|17          |3.317  |
|17          |3.318  |
|29          |3.319  |
|14          |3.321  |
|22          |3.322  |
|8           |3.323  |
|18,9167     |3.326  |
|23          |3.327  |
|4           |3.328  |
|17,4286     |3.331  |
|16          |3.332  |
|21,3333     |3.336  |
|23          |3.337  |
|18          |3.341  |
|22          |3.342  |
|12,875      |3.346  |
|23,2        |3.347  |
|16,1563     |3.351  |
|18,6667     |3.352  |
|6           |3.353  |
|17,7576     |3.356  |
|18,4286     |3.357  |
|20          |3.358  |
|17,9063     |3.361  |
|20,375      |3.362  |
|29          |3.363  |
|18,0313     |3.366  |
|16,25       |3.367  |
|30          |3.368  |
|18,6364     |3.371  |
|19,6        |3.372  |
|18,4063     |3.376  |
|14,2857     |3.377  |
|14          |3.378  |
|15          |3.379  |
|19,2857     |3.381  |
|15,1429     |3.382  |
|10,5        |3.383  |
|25          |3.384  |
|20,1111     |3.386  |
|21,4        |3.387  |
|20,6818     |3.391  |
|18,75       |3.392  |
|31          |3.393  |
|19,1364     |3.396  |
|14,6        |3.397  |
|24          |3.398  |
|17,8182     |3.401  |
|26,4        |3.402  |
|24          |3.403  |
|15,45       |3.406  |
|19          |3.407  |
|19          |3.408  |
|19,5667     |3.411  |
|16,7143     |3.412  |
|14          |3.413  |
|30          |3.414  |
|20,8095     |3.416  |
|15          |3.417  |
|31          |3.418  |
|21,6        |3.421  |
|22          |3.422  |
|15,8889     |3.426  |
|19,75       |3.427  |
|17          |3.428  |
|14,875      |3.431  |
|14,3333     |3.432  |
|17          |3.433  |
|15          |3.434  |
|20          |3.435  |
|20,25       |3.436  |
|17,2857     |3.441  |
|13          |3.442  |
|28          |3.443  |
|13,875      |3.446  |
|20,3333     |3.447  |
|16,3        |3.451  |
|18          |3.452  |
|21,2857     |3.456  |
|13,9091     |3.461  |
|16,8        |3.462  |
|13          |3.463  |
|28          |3.464  |
|19,9655     |3.466  |
|14,8333     |3.467  |
|24,5        |3.468  |
|21,2        |3.471  |
|20,75       |3.472  |
|18          |3.473  |
|17,5556     |3.476  |
|19,25       |3.477  |
|14          |3.478  |
|20          |3.479  |
|16,3077     |3.481  |
|18,4286     |3.482  |
|10          |3.483  |
|19,8        |3.486  |
|20,4        |3.487  |
|25,5        |3.488  |
|16          |3.491  |
|14,625      |3.492  |
|27,3333     |3.493  |
|22,7857     |3.496  |
|20          |3.497  |
|18,6429     |3.501  |
|19,6667     |3.502  |
|20,2727     |3.506  |
|17          |3.507  |
|20          |3.511  |
|16          |3.512  |
|19          |3.513  |
|16,2143     |3.516  |
|21,4        |3.517  |
|3           |3.518  |
|18,4286     |3.521  |
|13,6        |3.522  |
|28,5        |3.523  |
|20,375      |3.526  |
|25          |3.527  |
|15          |3.531  |
|20,5        |3.532  |
|13,7143     |3.536  |
|23          |3.537  |
|15,2222     |3.541  |
|17          |3.542  |
|8,5         |3.543  |
|22          |3.544  |
|17,8333     |3.546  |
|3           |3.547  |
|16,2        |3.551  |
|14,3333     |3.552  |
|17          |3.553  |
|33          |3.554  |
|22,2857     |3.556  |
|18          |3.557  |
|19,8333     |3.561  |
|24          |3.562  |
|18,4        |3.566  |
|9           |3.567  |
|19,7045     |3.571  |
|9,3333      |3.572  |
|20          |3.573  |
|29          |3.574  |
|17,1905     |3.576  |
|20,375      |3.577  |
|15,6744     |3.581  |
|16,2222     |3.582  |
|22,6667     |3.583  |
|17          |3.584  |
|24          |3.585  |
|18,3636     |3.586  |
|19,75       |3.587  |
|30          |3.588  |
|16,8649     |3.591  |
|16,7273     |3.592  |
|20,5        |3.593  |
|19          |3.594  |
|17          |3.595  |
|19,4054     |3.596  |
|24,8        |3.597  |
|16,5588     |3.601  |
|21,6364     |3.602  |
|10          |3.603  |
|14          |3.604  |
|17,5366     |3.606  |
|13,25       |3.607  |
|18,25       |3.608  |
|32          |3.609  |
|16,9737     |3.611  |
|15,5        |3.612  |
|18,75       |3.613  |
|10          |3.614  |
|6           |3.615  |
|16,6538     |3.616  |
|13,3333     |3.617  |
|22,6667     |3.618  |
|3           |3.619  |
|26          |3.620  |
|17,64       |3.621  |
|16,1111     |3.622  |
|19          |3.623  |
|19,32       |3.626  |
|18,4286     |3.627  |
|25          |3.628  |
|18,2381     |3.631  |
|19,6667     |3.632  |
|17,35       |3.636  |
|9           |3.637  |
|19          |3.638  |
|17,5        |3.641  |
|18,3333     |3.642  |
|8           |3.643  |
|15,2143     |3.646  |
|11,5        |3.647  |
|17,1111     |3.651  |
|24,6667     |3.652  |
|20,625      |3.656  |
|7           |3.657  |
|19,5556     |3.661  |
|19          |3.662  |
|31          |3.663  |
|19,5        |3.666  |
|16          |3.667  |
|5           |3.668  |
|18,9737     |3.671  |
|23,2857     |3.672  |
|33          |3.673  |
|17,7436     |3.676  |
|13,7778     |3.677  |
|23,6667     |3.678  |
|18,6667     |3.681  |
|18,7143     |3.682  |
|25          |3.683  |
|18,9744     |3.686  |
|17,25       |3.687  |
|7           |3.688  |
|19,5128     |3.691  |
|18,5556     |3.692  |
|7           |3.693  |
|10          |3.694  |
|19          |3.695  |
|17,2391     |3.696  |
|19,7333     |3.697  |
|4           |3.698  |
|5           |3.699  |
|19,0909     |3.701  |
|14,9231     |3.702  |
|18,2        |3.703  |
|25          |3.704  |
|16,7576     |3.706  |
|12,5714     |3.707  |
|16,25       |3.708  |
|27          |3.709  |
|17,2778     |3.711  |
|21,5455     |3.712  |
|9           |3.713  |
|32          |3.714  |
|21,25       |3.716  |
|13          |3.717  |
|19          |3.718  |
|15          |3.719  |
|14,3333     |3.721  |
|20,375      |3.722  |
|19          |3.723  |
|18,619      |3.726  |
|16,1        |3.727  |
|10          |3.728  |
|4           |3.729  |
|20,6316     |3.731  |
|21,2        |3.732  |
|22,5        |3.733  |
|20,7        |3.736  |
|19          |3.737  |
|25,4        |3.741  |
|19,2857     |3.746  |
|22          |3.747  |
|30          |3.748  |
|14          |3.751  |
|17,5        |3.752  |
|25          |3.753  |
|19          |3.754  |
|12,8        |3.756  |
|10,5        |3.757  |
|22          |3.758  |
|18,5714     |3.761  |
|11          |3.762  |
|9,6667      |3.766  |
|5           |3.767  |
|33          |3.768  |
|19          |3.771  |
|27          |3.772  |
|13,3333     |3.776  |
|11          |3.777  |
|18,2        |3.781  |
|17,5714     |3.782  |
|20          |3.783  |
|17          |3.784  |
|19,1111     |3.786  |
|12,5        |3.787  |
|19,6667     |3.788  |
|18,8519     |3.791  |
|24,5714     |3.792  |
|18,0286     |3.796  |
|15,375      |3.797  |
|23          |3.798  |
|17,6071     |3.801  |
|12,875      |3.802  |
|13,75       |3.803  |
|20          |3.804  |
|22          |3.805  |
|18,1        |3.806  |
|14,4        |3.807  |
|25          |3.808  |
|19,3704     |3.811  |
|11,75       |3.812  |
|28          |3.813  |
|20,4615     |3.816  |
|13          |3.817  |
|19,8929     |3.821  |
|21,1667     |3.822  |
|24          |3.823  |
|20,2609     |3.826  |
|21,8        |3.827  |
|28          |3.828  |
|19,1304     |3.831  |
|16,4        |3.832  |
|32          |3.833  |
|16,381      |3.836  |
|24,5        |3.837  |
|14          |3.841  |
|12,375      |3.842  |
|11,2        |3.843  |
|22,5        |3.844  |
|19,5294     |3.846  |
|17          |3.847  |
|29          |3.848  |
|18,619      |3.851  |
|18          |3.852  |
|20          |3.853  |
|14,7        |3.856  |
|8,75        |3.857  |
|20          |3.858  |
|17,375      |3.861  |
|15          |3.862  |
|19,375      |3.866  |
|8           |3.867  |
|22          |3.868  |
|18,5714     |3.871  |
|27          |3.872  |
|16,7857     |3.876  |
|27,5        |3.877  |
|17,4        |3.881  |
|22          |3.882  |
|18,5333     |3.886  |
|14,3333     |3.887  |
|18,2        |3.891  |
|14,5        |3.892  |
|16,5758     |3.896  |
|15,3333     |3.897  |
|18,6667     |3.898  |
|24          |3.899  |
|17,4857     |3.901  |
|18,8571     |3.902  |
|11,5        |3.903  |
|6           |3.904  |
|30          |3.905  |
|14,9024     |3.906  |
|22,4615     |3.907  |
|15,3333     |3.908  |
|22          |3.909  |
|18,5833     |3.911  |
|21,7273     |3.912  |
|27          |3.913  |
|16,5758     |3.916  |
|21,75       |3.917  |
|22          |3.918  |
|18,3077     |3.921  |
|14,875      |3.922  |
|16          |3.923  |
|18,9143     |3.926  |
|16          |3.927  |
|19          |3.928  |
|16,0968     |3.931  |
|20,25       |3.932  |
|17,5789     |3.936  |
|18,6364     |3.937  |
|9,5         |3.938  |
|26          |3.939  |
|18,7692     |3.941  |
|21,1429     |3.942  |
|12          |3.943  |
|19,5        |3.944  |
|15,16       |3.946  |
|16,8333     |3.947  |
|11,8        |3.948  |
|22,5        |3.949  |
|25          |3.950  |
|18,24       |3.951  |
|24,25       |3.952  |
|18,6538     |3.956  |
|21,8571     |3.957  |
|14          |3.958  |
|19,8462     |3.961  |
|21,5714     |3.962  |
|3           |3.963  |
|18,037      |3.966  |
|12,4        |3.967  |
|14          |3.968  |
|24          |3.969  |
|16,6667     |3.971  |
|20,8889     |3.972  |
|23          |3.973  |
|18,6087     |3.976  |
|16,5        |3.977  |
|33          |3.978  |
|18,7619     |3.981  |
|19,2        |3.982  |
|17          |3.983  |
|27          |3.984  |
|18,4        |3.986  |
|14,75       |3.987  |
|24,3333     |3.988  |
|14,0526     |3.991  |
|19,6429     |3.992  |
|17,3333     |3.993  |
|4           |3.994  |
|16          |3.995  |
|19,0909     |3.996  |
|17          |3.997  |
|18,5        |3.998  |
|19          |3.999  |
|20,0333     |4.001  |
|19,4        |4.002  |
|31          |4.003  |
|18,1613     |4.006  |
|20,6667     |4.007  |
|13,5        |4.008  |
|18,5        |4.009  |
|17,087      |4.011  |
|21,1667     |4.012  |
|11,7391     |4.016  |
|19,5        |4.017  |
|6           |4.018  |
|22          |4.019  |
|15,6957     |4.021  |
|19,4        |4.022  |
|17,5        |4.023  |
|18,75       |4.026  |
|23,2        |4.027  |
|5           |4.028  |
|30          |4.029  |
|17,9524     |4.031  |
|13,2        |4.032  |
|24,5        |4.033  |
|20,8421     |4.036  |
|17          |4.037  |
|20          |4.041  |
|24,3333     |4.042  |
|11,75       |4.046  |
|24          |4.047  |
|13,5        |4.051  |
|13,6        |4.052  |
|29          |4.053  |
|10,75       |4.056  |
|9           |4.057  |
|13          |4.058  |
|17,6667     |4.061  |
|12          |4.062  |
|17,9091     |4.066  |
|9,3333      |4.067  |
|30,5        |4.068  |
|14,8571     |4.071  |
|9,3333      |4.072  |
|24,5        |4.073  |
|4           |4.074  |
|21,8        |4.076  |
|27          |4.077  |
|16,8621     |4.081  |
|16,5714     |4.082  |
|22,3333     |4.083  |
|20,6571     |4.086  |
